20221130|0080|경영관리팀|D||테스트1|20221101|김혜원|김태은|20221120|
20221130|0080|경영관리팀|D|전략기획-00001|테스트2|20221102|김혜원|김태은|20221120|20221130
20221130|0080|경영관리팀|D|전략기획-00002|테스트3|20221103|김혜원|김태은|20221120|20221130
20221130|0080|경영관리팀|D|전략기획-00003|테스트4|20221104|김혜원|김태은|20221120|20221130
20221130|0080|경영관리팀|D||테스트5|20221105|정인성|김태은|20221125|
20221130|0080|경영관리팀|D||테스트6|20221106|정인성|김태은|20221125|
20221130|0080|경영관리팀|D||테스트7|20221107|정인성|김태은|20221125|
20221130|0080|경영관리팀|D||테스트8|20221108|정인성|김태은|20221125|
20221130|0080|경영관리팀|D||테스트9|20221109|엄미애|김태은|20221125|
20221130|0080|경영관리팀|D|전략기획-00004|테스트10|20221110|엄미애|김태은|20221125|20221130
